id,flight_number,name,date_utc,date_local,success,details,rocket_id,launchpad_id,payloads,ships,capsules,failures,timestamp
5eb87ce1ffd86e000604b334,11,CASSIOPE,2013-09-29 16:00:00+00:00,2013-09-29T09:00:00-07:00,1.0,"Commercial mission and first Falcon 9 v1.1 flight, with improved 13-tonne to LEO capacity. Following second-stage separation from the first stage, an attempt was made to perform an ocean touchdown test of the discarded booster vehicle. The test provided good test data on the experiment-its primary objective-but as the booster neared the ocean, aerodynamic forces caused an uncontrollable roll. The center engine, depleted of fuel by centrifugal force, shut down resulting in the impact and destruction of the vehicle.",5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,"[""5eb0e4bbb6c3bb0006eeb1ee""]","[""5ea6ed2d080df4000697c903""]",[],[],2025-03-02 07:50:17.923197
5eb87ce2ffd86e000604b335,12,SES-8,2013-12-03 22:41:00+00:00,2013-12-03T18:41:00-04:00,1.0,First GTO launch for Falcon 9,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bbb6c3bb0006eeb1ef""]",[],[],[],2025-03-02 07:50:17.923197
5eb87ce3ffd86e000604b336,13,Thaicom 6,2014-01-06 18:06:00+00:00,2014-01-06T14:06:00-04:00,1.0,"Second GTO launch for Falcon 9. The USAF evaluated launch data from this flight as part of a separate certification program for SpaceX to qualify to fly U.S. military payloads and found that the Thaicom 6 launch had ""unacceptable fuel reserves at engine cutoff of the stage 2 second burnoff""",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bbb6c3bb0006eeb1f0""]",[],[],[],2025-03-02 07:50:17.938831
5eb87ce4ffd86e000604b337,14,CRS-3,2014-04-18 19:25:00+00:00,2014-04-18T15:25:00-04:00,1.0,"Following second-stage separation, SpaceX conducted a second controlled-descent test of the discarded booster vehicle and achieved the first successful controlled ocean touchdown of a liquid-rocket-engine orbital booster. Following touchdown the first stage tipped over as expected and was destroyed. This was the first Falcon 9 booster to fly with extensible landing legs and the first Dragon mission with the Falcon 9 v1.1 launch vehicle.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bbb6c3bb0006eeb1f1""]","[""5ea6ed2d080df4000697c902""]","[""5e9e2c5bf3591859a63b2668""]",[],2025-03-02 07:50:17.938831
5eb87ce4ffd86e000604b338,15,OG-2 Mission 1,2014-07-14 15:15:00+00:00,2014-07-14T11:15:00-04:00,1.0,"Total payload mass was 1,316 kg (2,901 lb) : 6 satellites weighing 172 kg each, plus two 142-kg mass simulators. This was the second Falcon 9 booster equipped with landing legs. Following second-stage separation, SpaceX conducted a controlled-descent test of the first stage, which successfully decelerated from hypersonic velocity in the upper atmosphere, made reentry and landing burns, deployed its legs and touched down on the ocean surface. As with the previous mission, the first stage then tipped over as expected and was not recovered.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bcb6c3bb0006eeb1f2""]",[],[],[],2025-03-02 07:50:17.938831
5eb87ce5ffd86e000604b339,16,AsiaSat 8,2014-08-05 08:00:00+00:00,2014-08-05T04:00:00-04:00,1.0,No details available,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bcb6c3bb0006eeb1f3""]",[],[],[],2025-03-02 07:50:17.938831
5eb87ce6ffd86e000604b33a,17,AsiaSat 6,2014-09-07 05:00:00+00:00,2014-09-07T01:00:00-04:00,1.0,No details available,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bcb6c3bb0006eeb1f4""]",[],[],[],2025-03-02 07:50:17.938831
5eb87ce7ffd86e000604b33b,18,CRS-4,2014-09-21 05:52:00+00:00,2014-09-21T01:52:00-04:00,1.0,No details available,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bcb6c3bb0006eeb1f5""]","[""5ea6ed2d080df4000697c902""]","[""5e9e2c5bf3591880643b2669""]",[],2025-03-02 07:50:17.938831
5eb87ce8ffd86e000604b33c,19,CRS-5,2015-01-10 09:47:00+00:00,2015-01-10T05:47:00-04:00,1.0,"Following second stage separation, SpaceX performed a test flight which attempted to return the first stage of the Falcon 9 through the atmosphere and land it on an approximately 90-by-50-meter (300 ft x 160 ft) floating platform-called the autonomous spaceport drone ship. Many of the test objectives were achieved, including precision control of the rocket's descent to land on the platform at a specific point in the Atlantic ocean, and a large amount of test data was obtained from the first use of grid fin control surfaces used for more precise reentry positioning. The grid fin control system ran out of hydraulic fluid a minute before landing and the landing itself resulted in a crash.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bdb6c3bb0006eeb1f6""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c"", ""5ea6ed2f080df4000697c90f"", ""5ea6ed30080df4000697c912""]","[""5e9e2c5bf35918165f3b266a""]",[],2025-03-02 07:50:17.938831
5eb87ceaffd86e000604b33d,20,DSCOVR,2015-02-11 23:03:00+00:00,2015-02-11T19:03:00-04:00,1.0,First launch under USAF's OSP 3 launch contract. First SpaceX launch to put a satellite to an orbit with an orbital altitude many times the distance to the Moon: Sun-Earth libration point L1. The first stage made a test flight descent to an over-ocean landing within 10 m (33 ft) of its intended target.,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bdb6c3bb0006eeb1f7""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c""]",[],[],2025-03-02 07:50:17.954460
5eb87ceaffd86e000604b33e,21,ABS-3A / Eutelsat 115W B,2015-03-02 03:50:00+00:00,2015-03-02T23:50:00-04:00,1.0,"The launch was Boeing's first-ever conjoined launch of a lighter-weight dual-commsat stack that was specifically designed to take advantage of the lower-cost SpaceX Falcon 9 launch vehicle. Per satellite, launch costs were less than $30 million. The ABS satellite reached its final destination ahead of schedule and started operations on September 10.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bdb6c3bb0006eeb1f8"", ""5eb0e4bdb6c3bb0006eeb1f9""]",[],[],[],2025-03-02 07:50:17.954460
5eb87cecffd86e000604b33f,22,CRS-6,2015-04-14 20:10:00+00:00,2015-04-14T16:10:00-04:00,1.0,"Following the first-stage boost, SpaceX attempted a controlled-descent test of the first stage. The first stage contacted the ship, but soon tipped over due to excess lateral velocity caused by a stuck throttle valve resulting in a later-than-intended downthrottle.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bdb6c3bb0006eeb1fa""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c"", ""5ea6ed2f080df4000697c90f"", ""5ea6ed30080df4000697c912""]","[""5e9e2c5cf359188bfb3b266b""]",[],2025-03-02 07:50:17.954460
5eb87cedffd86e000604b340,23,TürkmenÄlem 52°E / MonacoSAT,2015-04-27 23:03:00+00:00,2015-04-27T19:03:00-04:00,1.0,No details available,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4beb6c3bb0006eeb1fb""]",[],[],[],2025-03-02 07:50:17.954460
5eb87ceeffd86e000604b341,24,CRS-7,2015-06-28 14:21:00+00:00,2015-06-28T10:21:00-04:00,0.0,"Launch performance was nominal until an overpressure incident in the second-stage LOX tank, leading to vehicle breakup at T+150 seconds. The Dragon capsule survived the explosion but was lost upon splashdown because its software did not contain provisions for parachute deployment on launch vehicle failure.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4beb6c3bb0006eeb1fc""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c""]","[""5e9e2c5cf35918407d3b266c""]","[{""time"": 139, ""altitude"": 40, ""reason"": ""helium tank overpressure lead to the second stage LOX tank explosion""}]",2025-03-02 07:50:17.954460
5eb87cefffd86e000604b342,25,OG-2 Mission 2,2015-12-22 01:29:00+00:00,2015-12-22T21:29:00-04:00,1.0,"Total payload mass was 2,034 kg (4,484 lb) : 11 satellites weighing 172 kg each, plus a 142-kg mass simulator. This was the first launch of the upgraded v1.1 variant (later called Falcon 9 Full Thrust), with a 30 percent power increase. Orbcomm had originally agreed to be the third flight of the enhanced-thrust rocket, but the change to the maiden flight position was announced in October 2015. SpaceX received a permit from the FAA to land the booster on solid ground at Cape Canaveral, and succeeded.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4beb6c3bb0006eeb1fd""]",[],[],[],2025-03-02 07:50:17.954460
5eb87cf0ffd86e000604b343,26,Jason 3,2016-01-17 15:42:00+00:00,2016-01-17T08:42:00-07:00,1.0,"First launch of NASA and NOAA joint science mission under the NLS II launch contract (not related to NASA CRS or USAF OSP3 contracts). Last launch of the original Falcon 9 v1.1 launch vehicle. The Jason-3 satellite was successfully deployed to target orbit. SpaceX again attempted a recovery of the first stage booster by landing on an autonomous drone ship; this time located in the Pacific Ocean. The first stage did achieve a soft-landing on the ship, but a lockout on one of the landing legs failed to latch, so that the booster fell over and exploded.",5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,"[""5eb0e4beb6c3bb0006eeb1fe""]","[""5ea6ed2f080df4000697c910"", ""5ea6ed30080df4000697c912"", ""5ea6ed30080df4000697c914""]",[],[],2025-03-02 07:50:17.954460
5eb87cf2ffd86e000604b344,27,SES-9,2016-03-04 23:35:00+00:00,2016-03-04T19:35:00-04:00,1.0,"Second launch of the enhanced Falcon 9 Full Thrust launch vehicle. Following the launch, SpaceX attempted an experimental landing test to a drone ship, although a successful landing was not expected because launch mass exceeded previously indicated limit for a GTO there was little fuel left. As predicted, booster recovery failed: the spent first stage ""landed hard"", but the controlled-descent, atmospheric re-entry and navigation to the drone ship were successful and returned significant test data on bringing back high-energy Falcon 9s.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4beb6c3bb0006eeb1ff""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c"", ""5ea6ed30080df4000697c913""]",[],[],2025-03-02 07:50:17.954460
5eb87cf3ffd86e000604b345,28,CRS-8,2016-04-08 20:43:00+00:00,2016-04-08T16:43:00-04:00,1.0,"Dragon carried over 1500 kg of supplies and delivered (stowed in its trunk) the inflatable Bigelow Expandable Activity Module (BEAM) to the ISS for two years of in-orbit tests. The rocket's first stage landed smoothly on SpaceX's autonomous spaceport drone ship 9 minutes after liftoff, making this the first ever successful landing of a rocket booster on a ship at sea as part of an orbital launch. The first stage B1021 was later also the first orbital booster to be used again, when launching SES-10 on March 30, 2017.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bfb6c3bb0006eeb200""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c"", ""5ea6ed30080df4000697c912"", ""5ea6ed30080df4000697c913""]","[""5e9e2c5cf3591885d43b266d""]",[],2025-03-02 07:50:17.970071
5eb87cf5ffd86e000604b346,29,JCSAT-2B,2016-05-06 05:21:00+00:00,2016-05-06T01:21:00-04:00,1.0,"Launched the JCSAT 14 communications satellite for Tokyo-based SKY Perfect JSAT Corp. JCSAT 14 will support data networks, television broadcasters and mobile communications users in Japan, East Asia, Russia, Oceania, Hawaii and other Pacific islands. This was the first time a booster successfully landed after a GTO mission.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bfb6c3bb0006eeb201""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c""]",[],[],2025-03-02 07:50:17.970071
5eb87cf6ffd86e000604b347,30,Thaicom 8,2016-05-27 21:39:00+00:00,2016-05-27T17:39:00-04:00,1.0,"Manufactured by Orbital ATK, the 3,100-kilogram (6,800 lb) Thaicom 8 communications satellite will serve Thailand, India and Africa from the 78.5° East geostationary location. It is equipped with 24 active Ku-band transponders.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bfb6c3bb0006eeb202""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c"", ""5ea6ed30080df4000697c913""]",[],[],2025-03-02 07:50:17.970071
5eb87cf8ffd86e000604b348,31,ABS-2A / Eutelsat 117W B,2016-06-15 14:29:00+00:00,2016-06-15T10:29:00-04:00,1.0,"One year after pioneering this technique on flight 16, Falcon again launched two Boeing 702SP gridded ion thruster satellites in a dual-stack configuration, with the two customers sharing the rocket and mission costs. First stage landing attempt on drone ship failed on landing due to low thrust on one of the three landing engines.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4bfb6c3bb0006eeb203"", ""5eb0e4bfb6c3bb0006eeb204""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c"", ""5ea6ed30080df4000697c913""]",[],[],2025-03-02 07:50:17.970071
5eb87cf9ffd86e000604b349,32,CRS-9,2016-07-18 04:45:00+00:00,2016-07-18T00:45:00-04:00,1.0,"Among other cargo, an International Docking Adapter (IDA-2) was carried to the ISS. This mission had a successful first-stage landing at Cape Canaveral.*Including the reusable Dragon Capsule, total payload to orbit was 6457 kg.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4c0b6c3bb0006eeb205""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c"", ""5ea6ed30080df4000697c912""]","[""5e9e2c5cf359183bb73b266e""]",[],2025-03-02 07:50:17.970071
5eb87cfaffd86e000604b34a,33,JCSAT-16,2016-08-14 05:26:00+00:00,2016-08-14T01:26:00-04:00,1.0,"First attempt to touch down from a ballistic trajectory using a single-engine landing burn. All previous landings from a ballistic trajectory had fired three engines on the landing-burn, which provided more braking force, but subjected the vehicle to greater structural stresses. The single-engine landing burn takes more time and fuel, but puts less stress on the vehicle.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4c1b6c3bb0006eeb206""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c"", ""5ea6ed30080df4000697c913""]",[],[],2025-03-02 07:50:17.970071
5eb87cfbffd86e000604b34b,34,Amos-6,2016-09-01 13:07:00+00:00,2016-09-01T09:07:00-04:00,0.0,"The rocket and Amos-6 payload were lost in a launch pad explosion on September 1, 2016 during propellant fill prior to a static fire test. The pad was clear of personnel and there were no injuries.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"[""5eb0e4c1b6c3bb0006eeb207""]",[],[],"[{""time"": -165180, ""altitude"": 0, ""reason"": ""buckled liner in several of the COPV tanks, causing perforations that allowed liquid and/or solid oxygen to accumulate underneath the lining, which was ignited by friction.""}]",2025-03-02 07:50:17.970071
5eb87cfdffd86e000604b34c,35,Iridium NEXT Mission 1,2017-01-14 17:54:00+00:00,2017-01-14T10:54:00-07:00,1.0,"Return-to-flight mission after the loss of Amos-6 in September 2016. Iridium NEXT will replace the original Iridium constellation, launched in the late 1990s. Each Falcon mission will carry 10 satellites, with a goal to complete deployment of the 66 plus 9 spare satellite constellation by mid 2018. The first two Iridium qualification units were supposed to ride a Dnepr rocket in April 2016 but were delayed, so Iridium decided to qualify the first batch of 10 satellites instead.",5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,"[""5eb0e4c2b6c3bb0006eeb208""]","[""5ea6ed2f080df4000697c910"", ""5ea6ed30080df4000697c912"", ""5ea6ed30080df4000697c915""]",[],[],2025-03-02 07:50:17.985696
5eb87cfeffd86e000604b34d,36,CRS-10,2017-02-19 14:39:00+00:00,2017-02-19T10:39:00-04:00,1.0,"First Falcon 9 flight from the historic LC-39A launchpad at Kennedy Space Center, carrying supplies and materials to support dozens of science and research investigations scheduled during ISS Expeditions 50 and 51. The first stage returned to launch site and landed at LZ-1.",5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"[""5eb0e4c3b6c3bb0006eeb209""]","[""5ea6ed30080df4000697c912""]","[""5e9e2c5cf359185d753b266f""]",[],2025-03-02 07:50:17.985696
5eb87cfeffd86e000604b34e,37,EchoStar 23,2017-03-16 06:00:00+00:00,2017-03-16T02:00:00-04:00,1.0,"Communications satellite for EchoStar Corp. EchoStar XXIII, based on a spare platform from the cancelled CMBStar 1 satellite program, will provide direct-to-home television broadcast services over Brazil. There was no attempt at a first-stage recovery so this rocket did not have landing legs or grid fins.",5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"[""5eb0e4c3b6c3bb0006eeb20a""]",[],[],[],2025-03-02 07:50:17.985696
5eb87d00ffd86e000604b34f,38,SES-10,2017-03-30 22:27:00+00:00,2017-03-30T18:27:00-04:00,1.0,"First payload to fly on a reused first stage, B1021, previously launched with CRS-8, which also landed a second time. In what is also a first, the payload fairing remained intact after a successful splashdown achieved with thrusters and a steerable parachute.",5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"[""5eb0e4c3b6c3bb0006eeb20b""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c"", ""5ea6ed30080df4000697c913""]",[],[],2025-03-02 07:50:17.985696
5eb87d01ffd86e000604b350,39,NROL-76,2017-05-01 11:15:00+00:00,2017-05-01T07:15:00-04:00,1.0,"First launch under SpaceX's certification for national security space missions, which allows SpaceX to contract launch services for classified payloads. Second-stage speed and altitude telemetry were omitted from the launch webcast, which displayed first-stage telemetry instead, with continuous tracking of the booster from liftoff to landing for the first time.",5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"[""5eb0e4c3b6c3bb0006eeb20c""]","[""5ea6ed2f080df4000697c90c""]",[],[],2025-03-02 07:50:17.985696
5eb87d01ffd86e000604b351,40,Inmarsat-5 F4,2017-05-15 23:21:00+00:00,2017-05-15T19:21:00-04:00,1.0,"At 6,070 kg this was the heaviest payload launched to GTO by a Falcon 9 rocket. The launch was originally scheduled for the Falcon Heavy, but performance improvements allowed the mission to be carried out by an expendable Falcon 9 instead.",5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"[""5eb0e4c3b6c3bb0006eeb20d""]",[],[],[],2025-03-02 07:50:17.985696
5eb87d03ffd86e000604b352,41,CRS-11,2017-06-03 21:07:00+00:00,2017-06-03T17:07:00-04:00,1.0,"This mission delivered the Neutron Star Interior Composition Explorer (NICER) to the ISS, along with the MUSES Earth imaging platform and ROSA solar array. For the first time, this mission launched a refurbished Dragon capsule, serial number C106 which first flew in September 2014 on the CRS-4 mission. Originally scheduled to launch on June 1, but was scrubbed due to inclement weather.",5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"[""5eb0e4c4b6c3bb0006eeb20e""]","[""5ea6ed30080df4000697c912""]","[""5e9e2c5bf3591880643b2669""]",[],2025-03-02 07:50:17.985696
5eb87d04ffd86e000604b353,42,BulgariaSat-1,2017-06-23 19:10:00+00:00,2017-06-23T15:10:00-04:00,1.0,Second time a booster will be reused: Second flight of B1029 after the Iridium mission of January 2017. The satellite will be the first commercial Bulgarian-owned communications satellite and it will provide television broadcasts and other communications services over southeast Europe.,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"[""5eb0e4c4b6c3bb0006eeb20f""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90c"", ""5ea6ed30080df4000697c913""]",[],[],2025-03-02 07:50:17.985696
5eb87d05ffd86e000604b354,43,Iridium NEXT Mission 2,2017-06-25 20:25:00+00:00,2017-06-25T13:25:00-07:00,1.0,First flight with titanium grid fins to improve control authority and better cope with heat during re-entry.,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,"[""5eb0e4c4b6c3bb0006eeb210""]","[""5ea6ed2f080df4000697c910"", ""5ea6ed2f080df4000697c911"", ""5ea6ed30080df4000697c912""]",[],[],2025-03-02 07:50:18.001326
5eb87d06ffd86e000604b355,44,Intelsat 35e,2017-07-05 23:35:00+00:00,2017-07-05T19:35:00-04:00,1.0,"Due to the constraints of sending a heavy satellite (~6,000 kg) to GTO, the rocket will fly in its expendable configuration and the first-stage booster will not be recovered.",5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"[""5eb0e4c4b6c3bb0006eeb211""]",[],[],[],2025-03-02 07:50:18.001326
5eb87d07ffd86e000604b356,45,CRS-12,2017-08-14 16:31:00+00:00,2017-08-14T12:31:00-04:00,1.0,"Dragon is expected to carry 2,349 kg (5,179 lb) of pressurized mass and 961 kg (2,119 lb) unpressurized. The external payload manifested for this flight is the CREAM cosmic-ray detector. First flight of the Falcon 9 Block 4 upgrade. Last flight of a newly-built Dragon capsule; further missions will use refurbished spacecraft.",5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"[""5eb0e4c4b6c3bb0006eeb212""]","[""5ea6ed30080df4000697c912""]","[""5e9e2c5cf3591869b63b2670""]",[],2025-03-02 07:50:18.001326
5eb87d08ffd86e000604b357,46,FormoSat-5,2017-08-24 18:50:00+00:00,2017-08-24T11:50:00-07:00,1.0,Formosat-5 is an Earth observation satellite of the Taiwanese space agency. The SHERPA space tug by Spaceflight Industries was removed from the cargo manifest of this mission. The satellite has a mass of only 475 kg.,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,"[""5eb0e4c4b6c3bb0006eeb213""]","[""5ea6ed2e080df4000697c905"", ""5ea6ed2f080df4000697c910""]",[],[],2025-03-02 07:50:18.001326
5eb87d09ffd86e000604b358,47,Boeing X-37B OTV-5,2017-09-07 13:50:00+00:00,2017-09-07T09:50:00-04:00,1.0,"Notable because Boeing is the primary contractor of the X-37B, which has until now been launched by ULA, a SpaceX competitor and Boeing partnership. Second flight of the Falcon 9 Block 4 upgrade.",5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"[""5eb0e4c5b6c3bb0006eeb214""]","[""5ea6ed2e080df4000697c906"", ""5ea6ed2f080df4000697c90b""]",[],[],2025-03-02 07:50:18.001326
5eb87d0affd86e000604b359,48,Iridium NEXT Mission 3,2017-10-09 12:37:00+00:00,2017-10-09T05:37:00-07:00,1.0,Third of eight missions to launch Iridium's second generation constellation from VAFB,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,"[""5eb0e4c5b6c3bb0006eeb215""]","[""5ea6ed2e080df4000697c905"", ""5ea6ed2f080df4000697c910""]",[],[],2025-03-02 07:50:18.001326
5eb87d0cffd86e000604b35a,49,SES-11 / Echostar 105,2017-10-11 22:53:00+00:00,2017-10-11T18:53:00-04:00,1.0,"Nineteenth comsat to GTO, also the fourth satellite launched for SES and second for Echostar. Third time a first stage booster will be reused.",5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"[""5eb0e4c5b6c3bb0006eeb216""]","[""5ea6ed2f080df4000697c90b"", ""5ea6ed2f080df4000697c90d"", ""5ea6ed30080df4000697c913""]",[],[],2025-03-02 07:50:18.001326
